fileName,trnscrpt
Lab41-SRI-VOiCES-rm1-none-sp6848-ch252322-sg0006-mc05-stu-far-dg090, turning as he went to look back towards the bed and evidently going with reluctance is it fever asked the sick man in a faint but unfaltering accent it's a kind of cerebral congestion a matter of them membranes that's over the brain
Lab41-SRI-VOiCES-rm1-babb-sp5126-ch036956-sg0017-mc03-stu-mid-dg090, toby thought of the six pea nuts which he had bought with the penny uncle daniel had given him and amid all his homesickness he could not help wondering if uncle daniel ever made himself sick with only six pea nuts when he was a boy
Lab41-SRI-VOiCES-rm1-babb-sp5400-ch034478-sg0009-mc03-stu-mid-dg090, i know all about that but really what you're saying either has no meaning or it has a very wrong meaning how can you think it a matter of no importance whether the peasant whom you love as you assert i never did assert it thought konstantin levin dies without help
Lab41-SRI-VOiCES-rm2-tele-sp0250-ch142276-sg0020-mc05-stu-far-dg090, and gave the face an undecided expression but he had the same large soft eyes as his daughter eyes which moved slowly and almost grandly round in their orbits and were well veiled by their transparent white eyelids
Lab41-SRI-VOiCES-rm1-none-sp4848-ch028247-sg0038-mc03-stu-mid-dg090, the mineral kingdom reigned supreme captain servadac's deep dejection was in strange contrast to his general hilarity silent and tearful he stood upon an ice bound rock
Lab41-SRI-VOiCES-rm1-none-sp7247-ch101864-sg0004-mc03-stu-mid-dg090, the farther away they could get from the oil that made the machinery of life run easily and noiselessly the better pleased they were the dining room looked particularly pleasant this july evening a gentle breeze stirred the curtains at the open windows
Lab41-SRI-VOiCES-rm1-babb-sp3368-ch170951-sg0016-mc03-stu-mid-dg090, now the founders of a state ought to know the general forms in which poets should cast their tales and the limits which must be observed by them but to make the tales is not their business very true he said but what are these forms of theology which you mean something of this kind i replied
Lab41-SRI-VOiCES-rm2-tele-sp7247-ch101864-sg0009-mc07-stu-beh-dg090, come come ned don't be foolish he protested you know very well that your brother's stepdaughter has been my ward for a dozen years yes but that is all i know rejoined the young man quietly i have never seen her and scarcely ever heard of her
Lab41-SRI-VOiCES-rm2-musi-sp0209-ch004733-sg0027-mc05-stu-far-dg090, or a kinder sister or a truer friend no no she has qualities which may be trusted she will never lead any one really wrong she will make no lasting blunder where emma errs once she is in the right a hundred times
Lab41-SRI-VOiCES-rm1-tele-sp0208-ch126600-sg0011-mc01-stu-clo-dg090, freddie fisher fairly fussed when he came to eat his crust often on the floor he'd throw it hoping mother wouldn't know it goops all hate to eat the crust if you're told to then you must
Lab41-SRI-VOiCES-rm2-none-sp3989-ch182394-sg0019-mc01-stu-clo-dg090, way back into the past chug a rum he began a long long time ago when the world was young there was very little dry land and most of the animals lived in the water yes sir most of the animals lived in the water
Lab41-SRI-VOiCES-rm2-none-sp7540-ch101799-sg0005-mc03-stu-mid-dg090, poor soul for i was her only child and being a saint leger took naturally to the sea as a profession that i should do so was indeed so completely a foregone conclusion that i was especially educated for it at greenwich upon leaving which
Lab41-SRI-VOiCES-rm1-babb-sp6965-ch291718-sg0029-mc05-stu-far-dg090, do you suppose it would do any good to shave the cat all over at this i could not resist the impulse to scream and your mother said i do believe the creature knows whenever we speak about her
Lab41-SRI-VOiCES-rm2-tele-sp4441-ch076263-sg0017-mc05-stu-far-dg090, quite true i'm going to lecture there on sunday next on sweden a good subject plenty to say if i should fall asleep on your sofa don't waken me i'm dead beat all right old chap go to sleep a few moments later olle was fast asleep and snoring loudly
Lab41-SRI-VOiCES-rm2-musi-sp0472-ch129994-sg0004-mc03-stu-mid-dg090, no pride no hauteur and your sister just the same all sweetness and affability elinor wished to talk of something else but lucy still pressed her to own that she had reason for her happiness and elinor was obliged to go on
Lab41-SRI-VOiCES-rm1-none-sp8118-ch114469-sg0018-mc05-stu-far-dg090, then the wind shifted and drove the sheets of rain sprinkled with hail directly in his face he was compelled to stop a while and take refuge behind a big oak while he shivered in the shelter of the tree the only things that he thought of spontaneously were dry clothes hot food a fire and a warm bed
Lab41-SRI-VOiCES-rm1-none-sp7278-ch104730-sg0039-mc03-stu-mid-dg090, i said that in another part of the capitol it had been threatened that if a northern abolitionist should go to north carolina and utter a principle of the declaration of independence' here a loud cry of order order burst forth in which the speaker yelled the loudest
Lab41-SRI-VOiCES-rm1-tele-sp5154-ch026559-sg0003-mc03-stu-mid-dg090, the monkey was playing his guitar
Lab41-SRI-VOiCES-rm2-babb-sp2149-ch007239-sg0026-mc01-stu-clo-dg090, there is laid up for me the crown of righteousness which the lord the righteous judge will give me in that day and not to me only
Lab41-SRI-VOiCES-rm2-none-sp4160-ch011550-sg0037-mc05-stu-far-dg090, she hoped it might never reach him at all and yet in spite of this she experienced an almost passionately keen sense of disappointment when on the day before their departure lady throckmorton received a letter from him regretting his inability to comply with her request
Lab41-SRI-VOiCES-rm2-none-sp0949-ch134660-sg0010-mc03-stu-mid-dg090, that the influence of the place and the belief of a perpetual miracle should have produced some salutary effects on the morals as well as on the faith of the people yet the most respectable of the ecclesiastical writers have been obliged to confess
Lab41-SRI-VOiCES-rm1-musi-sp8222-ch274380-sg0026-mc01-stu-clo-dg090, but though he had usually professed himself apprehensive of a violent death he found all his fears to be dissipated before that superior courage by which he was animated no one said he can be more willing to send me out of life than i am desirous to go
Lab41-SRI-VOiCES-rm2-none-sp3994-ch156757-sg0009-mc01-stu-clo-dg090, declaring that she hated castle and would not be sorry if something should happen to spoil his fine nose so when he came to us from the sick room soured and crestfallen because disease had deeply pitted and seamed that feature which had formerly been his pride she laughingly whispered
Lab41-SRI-VOiCES-rm1-tele-sp5583-ch041919-sg0003-mc03-stu-mid-dg090, we will no more plague ourselves by carrying water every day i will bring the entire spring home at once and so we shall be freed from this burden but the draken called out on no account herr lazarus else we shall all die of thirst
Lab41-SRI-VOiCES-rm1-babb-sp0254-ch012312-sg0009-mc03-stu-mid-dg090, and now consider i do you exhort in such commotions so continual what rest can take the globe terrestrial most happy then are they that can it hold and use it carefully as precious gold
Lab41-SRI-VOiCES-rm1-tele-sp3972-ch005791-sg0005-mc01-stu-clo-dg090, which would make me revere its possessor were he the lowliest man in your legions allow me noblest of scots to plead one word in vindication of him to whom my allegiance is pledged had he come hither conducted by war alone what would edward have been worse than any other conqueror
Lab41-SRI-VOiCES-rm1-none-sp2294-ch161714-sg0019-mc03-stu-mid-dg090, this latter was careening over as a dusky group of men lifted aboard to a heap of tumbled silks and stuffs in the stern such a sweet piece of insensible merchandise as no man i at least of all could mistake it was heru herself and the rogues were ladling her on board like so much sandal wood or cotton sheeting
Lab41-SRI-VOiCES-rm2-tele-sp7867-ch110742-sg0034-mc01-stu-clo-dg090, he went a long voyage he is my kinsman if i could see him he could give me some account of missus rugg sir said missus croft i never heard of john foy where did he live just above here in orange tree lane there is no such place in this neighbourhood
Lab41-SRI-VOiCES-rm2-tele-sp0882-ch123268-sg0033-mc01-stu-clo-dg090, this dense veil hung across the sun threw a deep shadow over the mountain if that huge revolving pillar sloped down it would involve us in its whirling eddies this phenomenon which is not unfrequent when the wind blows from the glaciers is called in icelandic mistour
Lab41-SRI-VOiCES-rm1-musi-sp5401-ch102526-sg0028-mc03-stu-mid-dg090, at last a man of ability worked himself up to the surface this was alexius comnenus nephew of the emperor isaac comnenus whose short reign we related in the opening paragraph of this chapter
Lab41-SRI-VOiCES-rm1-musi-sp7976-ch110523-sg0000-mc03-stu-mid-dg090, he had little enough to break or bite and once when there was a great famine in the land he could hardly procure even his daily bread and as he lay thinking in his bed one night he sighed and said to his wife what will become of us
Lab41-SRI-VOiCES-rm2-musi-sp1536-ch138488-sg0027-mc07-stu-beh-dg090, mary being not merely queen consort but also queen regnant was inaugurated in all things like a king was girt with the sword lifted up into the throne and presented with the bible the spurs and the orb of the temporal grandees of the realm and of their wives and daughters
Lab41-SRI-VOiCES-rm1-musi-sp0288-ch130994-sg0008-mc03-stu-mid-dg090, if we are unwilling to impair the force of this applauded provision we shall be obliged to conclude that the united states afford the extraordinary spectacle of a government destitute even of the shadow of constitutional power to enforce the execution of its own laws
Lab41-SRI-VOiCES-rm2-tele-sp0242-ch122625-sg0009-mc05-stu-far-dg090, as the very master of that working corps who would restore to rectitude the warped system of things because i think no commentator on his writings has yet found the comparison that suits him the terms which rightly characterise his talent
Lab41-SRI-VOiCES-rm2-babb-sp1963-ch147036-sg0017-mc05-stu-far-dg090, she got up to her feet unsteadily and swayed toward him in a second he was by her side his arms about her she made no resistance but rather he felt a yielding towards him which he had missed before her pale face was upturned to his and he stooped and kissed her
Lab41-SRI-VOiCES-rm1-none-sp0296-ch142727-sg0031-mc07-stu-beh-dg090, these derangements are the basis of emotion its physical basis and to be moved is to perceive them take away from the consciousness this physical reflex and emotion ceases it is no longer anything but an idea
Lab41-SRI-VOiCES-rm1-none-sp4438-ch052195-sg0014-mc03-stu-mid-dg090, and whether it had filtered down from above and was all right it wouldn't do any harm to try it he decided by the time they had reached the sidewalk and he swung behind ruth and took up his station on the outside then the other problem presented itself
Lab41-SRI-VOiCES-rm1-musi-sp4590-ch018006-sg0017-mc05-stu-far-dg090, and which were secured at sundown in a grass hut at one corner of my boma one particularly dark night we were startled by a tremendous commotion in this shed but as this was before the man eaters were killed no one dared stir out to investigate the cause of the disturbance
Lab41-SRI-VOiCES-rm2-none-sp0196-ch122159-sg0020-mc07-stu-beh-dg090, he pronounced with a convulsive effort whose stress as if propagated by the waves of the air made my body stir a little in the chair he fixed me with lowering eyes don't you believe me he cried i swear
Lab41-SRI-VOiCES-rm1-tele-sp3645-ch186230-sg0018-mc05-stu-far-dg090, and in her voluable irish way berated her aunt until poor phibbs stood aghast at such temerity and even mister watson who arrived to enquire after his client and friend was filled with amazement he cast a significant look at miss merrick who answered it in her usual emphatic way
Lab41-SRI-VOiCES-rm1-babb-sp1867-ch148436-sg0037-mc05-stu-far-dg090, aw twenty five dollars is enough says pa all right says the tenderfoot here's the money and he counts it out in pa's hand he says what a little beauty it would be a treat to see him work on a polo field pa says
Lab41-SRI-VOiCES-rm2-tele-sp4014-ch186179-sg0001-mc03-stu-mid-dg090, it was that same day that the three boys from brighton were for the first time assigned to a regular unit of the signal corps also with a real thrill they learned that they were almost immediately to see war service for american troops were already in the trenches
Lab41-SRI-VOiCES-rm1-none-sp7517-ch100442-sg0004-mc01-stu-clo-dg090, aproned behind the counter look out for the currants in the window as you come in i have an idea for something artistic in the way of patterns there but as you love me do not offer to buy any
Lab41-SRI-VOiCES-rm2-babb-sp1259-ch027120-sg0032-mc01-stu-clo-dg090, i never saw such a woman i never saw such capacity and taste and application and elegance as you describe united missus hurst and miss bingley both cried out against the injustice of her implied doubt and were both protesting that they knew many women who answered this description
Lab41-SRI-VOiCES-rm1-musi-sp7247-ch077778-sg0034-mc01-stu-clo-dg090, to be well shaken before taken will be an effective remedy for a torpid liver and the man or woman who suffers from lassitude will doubtless find in the lively airs of our two step composers an efficient tonic to bring their vitality up to a high standard of activity
Lab41-SRI-VOiCES-rm1-musi-sp8118-ch268287-sg0020-mc05-stu-far-dg090, will no depth of grief no length of time no visitation from him who is over us all ever bend your adamant and implacable will i heard with some surprise his allusion to the great being whom he was not wont to recognise
Lab41-SRI-VOiCES-rm2-tele-sp3549-ch173591-sg0001-mc07-stu-beh-dg090, but a dull exile in a petty fort by a hot and sickly river with hard labor bad fare prospective famine and nothing to break the weary sameness but some passing canoe or floating alligator gathered in knots
Lab41-SRI-VOiCES-rm2-tele-sp2269-ch165387-sg0004-mc05-stu-far-dg090, young rustick's character was entirely the reverse of his father's he was of an awkward clumsy make and the heaviness of his disposition and the coarseness of his manners perfectly corresponded with the shape of his body
Lab41-SRI-VOiCES-rm2-none-sp6895-ch092806-sg0003-mc05-stu-far-dg090, supper was cooling on the table its heat went into missus mc caskey at nine mister mc caskey came he carried his coat on his arm and his pipe in his teeth and he apologised for disturbing the boarders on the steps as he selected spots of stone
Lab41-SRI-VOiCES-rm2-babb-sp7868-ch246932-sg0004-mc01-stu-clo-dg090, but more air through the bars of its lungs i rose dressed and went out it was a still warm night no moon but plenty of star light the wind blowing as now gentle and sweet and cool
Lab41-SRI-VOiCES-rm2-babb-sp7850-ch111771-sg0000-mc03-stu-mid-dg090, through the influence of hon thomas l hamer he was admitted at west point in eighteen thirty nine
Lab41-SRI-VOiCES-rm2-musi-sp1392-ch128226-sg0016-mc07-stu-beh-dg090, they now fancied themselves transported these ungrateful ones but to what did they owe the convulsion and rapture of their transport to their body and this earth gentle is zarathustra to the sickly verily
Lab41-SRI-VOiCES-rm1-musi-sp5456-ch058161-sg0003-mc05-stu-far-dg090, for love was love and better than money the slyer the theft the sweeter the honey and kissing was clover all the world over wherever cupid might wander so thousands of years have come and gone and still the moon is shining on still hymen's torch is lighted
Lab41-SRI-VOiCES-rm2-musi-sp1536-ch141791-sg0006-mc05-stu-far-dg090, as soon as londonderry had fallen and it was universally supposed that the fall of londonderry could not be long delayed he might cross the sea with part of his forces and land in scotland where his friends were supposed to be numerous when he was once on british ground and in the midst of british adherents
Lab41-SRI-VOiCES-rm2-babb-sp3923-ch174992-sg0028-mc01-stu-clo-dg090, we may have traps if we like it lord chiltern certainly only say so and we shall know where we are he looked very angry and poor lady chiltern was covered with dismay the duke can destroy the hunt if he pleases no doubt said the lord but we don't like traps lord chiltern
Lab41-SRI-VOiCES-rm1-babb-sp4064-ch077779-sg0032-mc03-stu-mid-dg090, don't ask me laughed the idiot i don't know yet i admire all the candidates personally very much but what are your politics republican or democratic asked the lawyer oh that's different said the idiot
Lab41-SRI-VOiCES-rm1-tele-sp1536-ch138488-sg0025-mc07-stu-beh-dg090, two generations of public men have since laboured with imperfect success to repair the error which was then committed nor is it improbable that some of the penalties of that error may continue to afflict a remote posterity the bill by which the oath was settled passed the upper house without amendment
Lab41-SRI-VOiCES-rm2-musi-sp1383-ch130532-sg0033-mc01-stu-clo-dg090, i take it for granted i take leave to say i take one picture as an illustration i take pleasure in saying i take the liberty of observing
Lab41-SRI-VOiCES-rm2-none-sp4859-ch022176-sg0005-mc01-stu-clo-dg090, that princess mary was in moscow the death sufferings and last days of prince andrew had often occupied pierre's thoughts and now recurred to him with fresh vividness having heard at dinner that princess mary was in moscow and living in her house
Lab41-SRI-VOiCES-rm2-none-sp0188-ch135249-sg0020-mc03-stu-mid-dg090, her marriage had been happy wealth had not spoiled her she was still the placid amiable pink cheeked jane of the old quartette sympathising with her old chum's happiness and as keenly interested in all the dainty details of anne's trousseau
Lab41-SRI-VOiCES-rm1-tele-sp5126-ch027504-sg0015-mc01-stu-clo-dg090, he'd lost some gold by us in the escort robbery and not forgotten it so it seems he'd been trying his best to fit us ever since just at first he wasn't able for much but later on he managed to get information about us and our beat
Lab41-SRI-VOiCES-rm1-babb-sp2074-ch149033-sg0020-mc01-stu-clo-dg090, those who read will see how the rooms in hampton court became the compartments in the crystale palace and how the gaierty hotel grew out of the gaiety theatre with many other agreeable changes the novelist will find the tale a model for his future work
Lab41-SRI-VOiCES-rm2-babb-sp0083-ch003054-sg0005-mc03-stu-mid-dg090, fruit shook off the branches of the tree it grows upon by the motion of the water as those in our gardens are by that of the wind the lobster trees appeared the richest but the crab and oysters were the tallest
Lab41-SRI-VOiCES-rm1-musi-sp4331-ch057179-sg0024-mc05-stu-far-dg090, that sir jeffrey had a wife and family she was all smiles and all pleasantness and seemed to want no other happiness than what the present moment gave her nor did she once mention lord rufford's name on the next morning after breakfast her aunt sent for her to come up stairs
Lab41-SRI-VOiCES-rm2-none-sp0652-ch130726-sg0011-mc01-stu-clo-dg090, the restaurants of the present day that approach nearest the old bohemian restaurants of pre fire days of the french class are jack's in sacramento street between montgomery and kearny felix in montgomery street between clay and washington and the poodle dog bergez franks in bush street between kearny and grant avenue
Lab41-SRI-VOiCES-rm2-babb-sp5126-ch036956-sg0011-mc05-stu-far-dg090, a wink from mister lord must have been intended to convey a great deal because owing to the defect in his eyes it required no little exertion and even then could not be considered as a really first class wink
Lab41-SRI-VOiCES-rm2-musi-sp2060-ch147963-sg0031-mc01-stu-clo-dg090, at sight of it the crazy boy began to smack his lips when missus shimerda opened the bag and stirred the contents with her hand it gave out a salty earthy smell very pungent even among the other odors of that cave she measured a teacup full tied it up in a bit of sacking
Lab41-SRI-VOiCES-rm1-none-sp5386-ch004145-sg0031-mc03-stu-mid-dg090, and must not this conclusion be strengthened when they hear ministers of talent and learning declare that the bible does sanction slaveholding and that it ought not to be made a disciplinable offence in churches and must not all doubt be dissipated when one of the most learned professors in our theological seminaries
Lab41-SRI-VOiCES-rm2-tele-sp7498-ch099124-sg0015-mc03-stu-mid-dg090, her eyes were a dark grey her complexion was exquisitely fine and her hands and arms remarkably delicate both as to shape and colour her stature was of an height that rose to the majestic
Lab41-SRI-VOiCES-rm1-tele-sp0882-ch123268-sg0033-mc07-stu-beh-dg090, this dense veil hung across the sun threw a deep shadow over the mountain if that huge revolving pillar sloped down it would involve us in its whirling eddies this phenomenon which is not unfrequent when the wind blows from the glaciers is called in icelandic mistour
Lab41-SRI-VOiCES-rm1-musi-sp1536-ch138488-sg0027-mc01-stu-clo-dg090, mary being not merely queen consort but also queen regnant was inaugurated in all things like a king was girt with the sword lifted up into the throne and presented with the bible the spurs and the orb of the temporal grandees of the realm and of their wives and daughters
Lab41-SRI-VOiCES-rm2-none-sp0093-ch126208-sg0004-mc03-stu-mid-dg090, its interior was the scene of most of jude's education by private study as soon as the horse had learnt the road and the houses at which he was to pause awhile the boy seated in front would slip the reins over his arm ingeniously fix open
Lab41-SRI-VOiCES-rm1-tele-sp7881-ch109662-sg0035-mc05-stu-far-dg090, all the way from south america to connive at the sacrifice please to observe how lightly my guilt rests upon my shoulders only little sister i had too and now she's gone come now take something to ease your conscience
Lab41-SRI-VOiCES-rm2-babb-sp4427-ch012471-sg0006-mc03-stu-mid-dg090, and had promised to render the water such as they desired it to be in case they would be subservient to him in what he should enjoin them to do and this not after a remiss or negligent manner and when they asked what they were to do in order to have the water changed for the better
Lab41-SRI-VOiCES-rm2-none-sp1066-ch005330-sg0004-mc03-stu-mid-dg090, in spite of his smock frock and his straw wisped hat and his false whiskers black as erebus she knew him for her brother oh richard where have you come from what brings you here did you know me barbara was his rejoinder
Lab41-SRI-VOiCES-rm2-none-sp0296-ch142727-sg0031-mc01-stu-clo-dg090, these derangements are the basis of emotion its physical basis and to be moved is to perceive them take away from the consciousness this physical reflex and emotion ceases it is no longer anything but an idea
Lab41-SRI-VOiCES-rm1-babb-sp2149-ch007239-sg0026-mc07-stu-beh-dg090, there is laid up for me the crown of righteousness which the lord the righteous judge will give me in that day and not to me only
Lab41-SRI-VOiCES-rm1-musi-sp6147-ch034606-sg0018-mc03-stu-mid-dg090, the gentleman behind him chastised him for this by a prick of his sword which made him spring round another prick in the back warned the fellow that one of noble blood was behind him and so on each one wounding him in his turn when the man closed round by the circle of swords and covered with blood
Lab41-SRI-VOiCES-rm1-none-sp3994-ch156757-sg0009-mc07-stu-beh-dg090, declaring that she hated castle and would not be sorry if something should happen to spoil his fine nose so when he came to us from the sick room soured and crestfallen because disease had deeply pitted and seamed that feature which had formerly been his pride she laughingly whispered
Lab41-SRI-VOiCES-rm2-musi-sp8222-ch274380-sg0026-mc07-stu-beh-dg090, but though he had usually professed himself apprehensive of a violent death he found all his fears to be dissipated before that superior courage by which he was animated no one said he can be more willing to send me out of life than i am desirous to go
Lab41-SRI-VOiCES-rm2-none-sp2294-ch161707-sg0000-mc03-stu-mid-dg090, the tumult of the struggle into which that vision led me still throbs in my mind the soft lisping voices of the planet i ransacked for its sake and the roar of the destruction which followed me back from the quest drowns all other sounds in my ears i must and will write
Lab41-SRI-VOiCES-rm2-babb-sp0150-ch126107-sg0026-mc05-stu-far-dg090, said the princess beyond everything answered he for i have fallen in with the only perfect creature i ever saw no more of that i am tired of it said the princess perhaps she shared her father's aversion to punning
Lab41-SRI-VOiCES-rm1-musi-sp8605-ch276939-sg0025-mc03-stu-mid-dg090, and which was attended with a slight fever this confined her several days to her house during which booth officiated as her nurse and never stirred from her in all this time she heard not a word from missus james which gave her some uneasiness
Lab41-SRI-VOiCES-rm1-tele-sp7867-ch110742-sg0034-mc07-stu-beh-dg090, he went a long voyage he is my kinsman if i could see him he could give me some account of missus rugg sir said missus croft i never heard of john foy where did he live just above here in orange tree lane there is no such place in this neighbourhood
Lab41-SRI-VOiCES-rm2-tele-sp3972-ch005791-sg0005-mc07-stu-beh-dg090, which would make me revere its possessor were he the lowliest man in your legions allow me noblest of scots to plead one word in vindication of him to whom my allegiance is pledged had he come hither conducted by war alone what would edward have been worse than any other conqueror
Lab41-SRI-VOiCES-rm1-tele-sp6319-ch064726-sg0004-mc05-stu-far-dg090, now fifteen years after the princess was born she was with the king and queen at one of their castles and as she was running about by herself she came to a little chamber at the top of a tower and there sat an honest old woman spinning for she had never heard of the king's edict
Lab41-SRI-VOiCES-rm1-tele-sp2149-ch008912-sg0023-mc03-stu-mid-dg090, and the child became precious as the apple of my eye to me for she was all i had left to love for her sake entirely i married as second wife a homespun woman who had been kind as a mother to her in due time the question of her education came on and i said
Lab41-SRI-VOiCES-rm1-none-sp3989-ch182394-sg0019-mc07-stu-beh-dg090, way back into the past chug a rum he began a long long time ago when the world was young there was very little dry land and most of the animals lived in the water yes sir most of the animals lived in the water
Lab41-SRI-VOiCES-rm1-babb-sp1160-ch139336-sg0020-mc03-stu-mid-dg090, and the happiness of the governed here then is the origin and rise of government namely a mode rendered necessary by the inability of moral virtue to govern the world here too is the design and end of government viz
Lab41-SRI-VOiCES-rm1-musi-sp5157-ch047239-sg0031-mc01-stu-clo-dg090, that she could utter nothing but tears of joy and tenderness i went to davison yesterday morning and found him still in bed having had a severe fit of the gout and with your letter which he had just received and he cried like a child
Lab41-SRI-VOiCES-rm2-none-sp8635-ch295756-sg0019-mc07-stu-beh-dg090, the red men cleared a large space and built a fire in the midst of it round which they all sat one of the men then made a grand speech in which he told them how they were to dance when he had done the one who could dance the best sprang up
Lab41-SRI-VOiCES-rm2-tele-sp0868-ch131295-sg0044-mc05-stu-far-dg090, kobori enshiu katagiri sekishiu vied with each other in forming new combinations we must remember however that the flower worship of the tea masters formed only a part of their aesthetic ritual and was not a distinct religion by itself
Lab41-SRI-VOiCES-rm2-babb-sp0492-ch131899-sg0001-mc01-stu-clo-dg090, blew a gale and retarded the steamer the rangoon rolled heavily and the passengers became impatient of the long monstrous waves which the wind raised before their path
Lab41-SRI-VOiCES-rm2-tele-sp3446-ch144021-sg0018-mc07-stu-beh-dg090, mate down with fever ngora ngora sunday march fifteenth nineteen o eight at daybreak found that the boy bagua had died during the night on dysentery he was about fourteen days sick at sunset
Lab41-SRI-VOiCES-rm1-tele-sp3483-ch115968-sg0003-mc05-stu-far-dg090, and laid out new camp locations scattering them farther to the south and avoiding ground which had been seared by the han beams and the immediate locations of the han wrecks during this period a sharp check was kept upon han messages
Lab41-SRI-VOiCES-rm2-tele-sp0208-ch126600-sg0011-mc07-stu-beh-dg090, freddie fisher fairly fussed when he came to eat his crust often on the floor he'd throw it hoping mother wouldn't know it goops all hate to eat the crust if you're told to then you must
Lab41-SRI-VOiCES-rm1-tele-sp7247-ch101864-sg0009-mc01-stu-clo-dg090, come come ned don't be foolish he protested you know very well that your brother's stepdaughter has been my ward for a dozen years yes but that is all i know rejoined the young man quietly i have never seen her and scarcely ever heard of her
Lab41-SRI-VOiCES-rm1-none-sp4859-ch022176-sg0005-mc07-stu-beh-dg090, that princess mary was in moscow the death sufferings and last days of prince andrew had often occupied pierre's thoughts and now recurred to him with fresh vividness having heard at dinner that princess mary was in moscow and living in her house
Lab41-SRI-VOiCES-rm1-musi-sp1383-ch130532-sg0033-mc07-stu-beh-dg090, i take it for granted i take leave to say i take one picture as an illustration i take pleasure in saying i take the liberty of observing
Lab41-SRI-VOiCES-rm1-babb-sp0510-ch130560-sg0011-mc03-stu-mid-dg090, and they had nothing to give them in the night dharmu's wife said they promised to pay us for merely looking after the work and instead we worked hard and have still got nothing we will not work for them anymore
Lab41-SRI-VOiCES-rm1-tele-sp0296-ch129659-sg0033-mc03-stu-mid-dg090, both in a transcendental sense abstraction being made of every difference in that which is given and of the mode in which it is determined logicians formerly termed the universal matter the specific difference of this or that part of the universal form
Lab41-SRI-VOiCES-rm1-musi-sp6395-ch087997-sg0045-mc03-stu-mid-dg090, but which is so often accompanied with frivolous and superficial qualities was in him certainly attended with the most severe application the most extensive learning the greatest depth of thought and a capacity in every respect the most comprehensive
Lab41-SRI-VOiCES-rm2-babb-sp2074-ch149033-sg0020-mc07-stu-beh-dg090, those who read will see how the rooms in hampton court became the compartments in the crystale palace and how the gaierty hotel grew out of the gaiety theatre with many other agreeable changes the novelist will find the tale a model for his future work
Lab41-SRI-VOiCES-rm2-tele-sp5126-ch027504-sg0015-mc07-stu-beh-dg090, he'd lost some gold by us in the escort robbery and not forgotten it so it seems he'd been trying his best to fit us ever since just at first he wasn't able for much but later on he managed to get information about us and our beat
Lab41-SRI-VOiCES-rm2-musi-sp2156-ch025563-sg0022-mc03-stu-mid-dg090, the obedient watkins sidled in and stopped with head averted from gladwin who started with surprise at seeing him stepping forward and making sure there could be no mistake gladwin turned to the thief and exclaimed
Lab41-SRI-VOiCES-rm1-musi-sp2060-ch147963-sg0031-mc07-stu-beh-dg090, at sight of it the crazy boy began to smack his lips when missus shimerda opened the bag and stirred the contents with her hand it gave out a salty earthy smell very pungent even among the other odors of that cave she measured a teacup full tied it up in a bit of sacking
Lab41-SRI-VOiCES-rm1-none-sp0652-ch130726-sg0011-mc07-stu-beh-dg090, the restaurants of the present day that approach nearest the old bohemian restaurants of pre fire days of the french class are jack's in sacramento street between montgomery and kearny felix in montgomery street between clay and washington and the poodle dog bergez franks in bush street between kearny and grant avenue
Lab41-SRI-VOiCES-rm2-none-sp0949-ch134660-sg0018-mc05-stu-far-dg090, this minister to whom julian communicated without reserve his most careless levities and his most serious counsels received an extraordinary commission to restore in its pristine beauty the temple of jerusalem
Lab41-SRI-VOiCES-rm1-musi-sp1392-ch128226-sg0016-mc01-stu-clo-dg090, they now fancied themselves transported these ungrateful ones but to what did they owe the convulsion and rapture of their transport to their body and this earth gentle is zarathustra to the sickly verily
Lab41-SRI-VOiCES-rm2-tele-sp1112-ch128136-sg0019-mc03-stu-mid-dg090, are excessively tedious but when mister rodd leaves the problem of the unconditioned to take care of itself and makes no attempt to solve the mysteries of the ego and the non ego he is very pleasant reading indeed
Lab41-SRI-VOiCES-rm2-none-sp1160-ch139727-sg0005-mc05-stu-far-dg090, which would be of more use to them we parted he going to philadelphia and i to boston in returning i met at new york with the votes of the assembly by which it appear'd that notwithstanding his promise to me he and the house were already in high contention
Lab41-SRI-VOiCES-rm1-babb-sp3923-ch174992-sg0028-mc07-stu-beh-dg090, we may have traps if we like it lord chiltern certainly only say so and we shall know where we are he looked very angry and poor lady chiltern was covered with dismay the duke can destroy the hunt if he pleases no doubt said the lord but we don't like traps lord chiltern
Lab41-SRI-VOiCES-rm1-musi-sp6241-ch061943-sg0008-mc05-stu-far-dg090, on the eleventh day we sighted cape portland over which towered mount myrdals yokul which the weather being clear we made out very readily
Lab41-SRI-VOiCES-rm2-tele-sp1536-ch138488-sg0025-mc01-stu-clo-dg090, two generations of public men have since laboured with imperfect success to repair the error which was then committed nor is it improbable that some of the penalties of that error may continue to afflict a remote posterity the bill by which the oath was settled passed the upper house without amendment
Lab41-SRI-VOiCES-rm2-tele-sp8152-ch258993-sg0005-mc03-stu-mid-dg090, the demand of different families will be for much the same kinds of goods if there were no rich men the demand for vineyards producing fine wines would be less the very best qualities of goods take on the highest prices when there is a small but very wealthy class of purchasers
Lab41-SRI-VOiCES-rm1-tele-sp3549-ch173591-sg0001-mc01-stu-clo-dg090, but a dull exile in a petty fort by a hot and sickly river with hard labor bad fare prospective famine and nothing to break the weary sameness but some passing canoe or floating alligator gathered in knots
